Siglent Technologies,SSA5085A,SSA5AA4D900088,1.9.0.2.2R3
PMA Benchtop NPD v2.00,,,
Frequency Start = 2.0 GHz,,,
Frequency Stop = 5.0 GHz,,,
Frequency Step = 0.3 MHz,,,
Number of Frequency Points = 10001.0,,,
Number of Averages = 10.0,,,
Resolution Bandwidth = 10.0 KHz,,,
,,,
Freq(GHz),Raw Data,dBm/Hz,
2.9795,-99.9678,-139.9678,
2.9798,-98.2578,-138.2578,
2.9801,-98.752,-138.752,
2.9804,-98.9032,-138.9032,
2.9807,-98.7892,-138.7892,
2.981,-99.9993,-139.9993,
2.9813,-99.595,-139.595,
2.9816,-99.8579,-139.8579,
2.9819,-98.1974,-138.1974,
2.9822,-99.1656,-139.1656,
2.9825,-99.3205,-139.3205,
2.9828,-98.1374,-138.1374,
2.9831,-100.2708,-140.2708,
2.9834,-98.766,-138.766,
2.9837,-100.4957,-140.4957,
2.984,-98.6296,-138.6296,
2.9843,-97.9824,-137.9824,
2.9846,-98.4822,-138.4822,
2.9849,-98.5241,-138.5241,
2.9852,-100.628,-140.628,
2.9855,-98.0152,-138.0152,
2.9858,-99.4054,-139.4054,
2.9861,-97.7702,-137.7702,
2.9864,-99.1399,-139.1399,
2.9867,-98.3745,-138.3745,
2.987,-98.1315,-138.1315,
2.9873,-97.6763,-137.6763,
2.9876,-99.2784,-139.2784,
2.9879,-98.9364,-138.9364,
2.9882,-99.4728,-139.4728,
2.9885,-97.9377,-137.9377,
2.9888,-100.2791,-140.2791,
2.9891,-98.1703,-138.1703,
2.9894,-98.5511,-138.5511,
2.9897,-100.4011,-140.4011,
2.99,-101.4949,-141.4949,
2.9903,-100.1336,-140.1336,
2.9906,-99.1228,-139.1228,
2.9909,-98.9572,-138.9572,
2.9912,-100.1384,-140.1384,
2.9915,-98.0785,-138.0785,
2.9918,-99.4256,-139.4256,
2.9921,-100.4355,-140.4355,
2.9924,-98.2259,-138.2259,
2.9927,-99.9138,-139.9138,
2.993,-97.8479,-137.8479,
2.9933,-98.4726,-138.4726,
2.9936,-98.5854,-138.5854,
2.9939,-100.6804,-140.6804,
2.9942,-99.0979,-139.0979,
2.9945,-99.1204,-139.1204,
2.9948,-100.9136,-140.9136,
2.9951,-98.0171,-138.0171,
2.9954,-99.7975,-139.7975,
2.9957,-101.295,-141.295,
2.996,-100.2329,-140.2329,
2.9963,-98.9023,-138.9023,
2.9966,-99.8984,-139.8984,
2.9969,-99.159,-139.159,
2.9972,-100.2862,-140.2862,
2.9975,-97.6471,-137.6471,
2.9978,-98.5127,-138.5127,
2.9981,-99.6328,-139.6328,
2.9984,-100.1227,-140.1227,
2.9987,-98.2262,-138.2262,
2.999,-102.101,-142.101,
2.9993,-99.9302,-139.9302,
2.9996,-100.0876,-140.0876,
2.9999,-100.3113,-140.3113,
3.0002,-98.5886,-138.5886,
3.0005,-99.3758,-139.3758,
3.0008,-100.5635,-140.5635,
3.0011,-99.6367,-139.6367,
3.0014,-99.4714,-139.4714,
3.0017,-100.0095,-140.0095,
3.002,-98.4526,-138.4526,
3.0023,-99.3637,-139.3637,
3.0026,-99.4442,-139.4442,
3.0029,-99.9294,-139.9294,
3.0032,-100.9894,-140.9894,
3.0035,-100.5235,-140.5235,
3.0038,-98.2504,-138.2504,
3.0041,-98.3593,-138.3593,
3.0044,-101.4094,-141.4094,
3.0047,-100.3938,-140.3938,
3.005,-99.4235,-139.4235,
3.0053,-100.1861,-140.1861,
3.0056,-98.3148,-138.3148,
3.0059,-99.8545,-139.8545,
3.0062,-97.973,-137.973,
3.0065,-100.5866,-140.5866,
3.0068,-100.0755,-140.0755,
3.0071,-98.6307,-138.6307,
3.0074,-98.6212,-138.6212,
3.0077,-98.115,-138.115,
3.008,-99.2643,-139.2643,
3.0083,-99.6184,-139.6184,
3.0086,-100.0474,-140.0474,
3.0089,-98.6111,-138.6111,
3.0092,-100.8032,-140.8032,
3.0095,-97.9235,-137.9235,
3.0098,-99.6413,-139.6413,
3.0101,-98.9494,-138.9494,
3.0104,-99.8085,-139.8085,
3.0107,-97.601,-137.601,
3.011,-99.2278,-139.2278,
3.0113,-97.3659,-137.3659,
3.0116,-99.3164,-139.3164,
3.0119,-100.6244,-140.6244,
3.0122,-98.6508,-138.6508,
3.0125,-99.7656,-139.7656,
3.0128,-99.8448,-139.8448,
3.0131,-98.4942,-138.4942,
3.0134,-99.0385,-139.0385,
3.0137,-99.1324,-139.1324,
3.014,-99.2292,-139.2292,
3.0143,-97.7792,-137.7792,
3.0146,-98.3958,-138.3958,
3.0149,-99.3903,-139.3903,
3.0152,-97.8996,-137.8996,
3.0155,-99.2323,-139.2323,
3.0158,-100.431,-140.431,
3.0161,-100.0895,-140.0895,
3.0164,-100.0714,-140.0714,
3.0167,-99.2857,-139.2857,
3.017,-97.9978,-137.9978,
3.0173,-99.5454,-139.5454,
3.0176,-98.485,-138.485,
3.0179,-100.0365,-140.0365,
3.0182,-99.1411,-139.1411,
3.0185,-100.2847,-140.2847,
3.0188,-99.6386,-139.6386,
3.0191,-100.1836,-140.1836,
3.0194,-98.5959,-138.5959,
3.0197,-100.3246,-140.3246,
3.02,-98.1698,-138.1698,
3.0203,-98.2333,-138.2333,
3.0206,-100.8548,-140.8548,
3.0209,-99.7643,-139.7643,
3.0212,-99.4969,-139.4969,
3.0215,-99.4707,-139.4707,
3.0218,-97.298,-137.298,
3.0221,-98.7116,-138.7116,
3.0224,-100.5703,-140.5703,
3.0227,-101.1426,-141.1426,
3.023,-99.1532,-139.1532,
3.0233,-99.5508,-139.5508,
3.0236,-100.5338,-140.5338,
3.0239,-97.8895,-137.8895,
3.0242,-99.5268,-139.5268,
3.0245,-99.1587,-139.1587,
3.0248,-100.5748,-140.5748,
3.0251,-99.0742,-139.0742,
3.0254,-99.7421,-139.7421,
3.0257,-100.7165,-140.7165,
3.026,-99.8822,-139.8822,
3.0263,-99.6341,-139.6341,
3.0266,-97.9617,-137.9617,
3.0269,-98.4461,-138.4461,
3.0272,-98.7912,-138.7912,
3.0275,-99.5406,-139.5406,
3.0278,-98.7983,-138.7983,
3.0281,-99.3074,-139.3074,
3.0284,-99.4642,-139.4642,
3.0287,-98.2911,-138.2911,
3.029,-100.3045,-140.3045,
3.0293,-99.6042,-139.6042,
3.0296,-99.8357,-139.8357,
3.0299,-99.1926,-139.1926,
3.0302,-97.941,-137.941,
3.0305,-99.1671,-139.1671,
3.0308,-100.239,-140.239,
3.0311,-100.3514,-140.3514,
3.0314,-101.0502,-141.0502,
3.0317,-99.1225,-139.1225,
3.032,-99.8337,-139.8337,
3.0323,-98.053,-138.053,
3.0326,-100.4122,-140.4122,
3.0329,-97.8801,-137.8801,
3.0332,-98.0607,-138.0607,
3.0335,-99.108,-139.108,
3.0338,-98.9503,-138.9503,
3.0341,-98.9617,-138.9617,
3.0344,-97.9246,-137.9246,
3.0347,-99.1702,-139.1702,
3.035,-99.4079,-139.4079,
3.0353,-99.9841,-139.9841,
3.0356,-99.7468,-139.7468,
3.0359,-100.2507,-140.2507,
3.0362,-99.0616,-139.0616,
3.0365,-100.5332,-140.5332,
3.0368,-99.0929,-139.0929,
3.0371,-100.783,-140.783,
3.0374,-98.2827,-138.2827,
3.0377,-97.7232,-137.7232,
3.038,-99.0135,-139.0135,
3.0383,-99.4986,-139.4986,
3.0386,-99.7141,-139.714,
3.0389,-100.037,-140.037,
3.0392,-100.0127,-140.0127,
3.0395,-100.1206,-140.1206,
3.0398,-99.7466,-139.7466,
3.0401,-97.9034,-137.9034,
3.0404,-99.5263,-139.5263,
3.0407,-97.5774,-137.5774,
3.041,-97.4955,-137.4955,
3.0413,-99.8011,-139.8011,
3.0416,-99.8097,-139.8097,
3.0419,-99.9328,-139.9328,
3.0422,-100.3925,-140.3925,
3.0425,-98.5421,-138.5421,
3.0428,-99.402,-139.402,
3.0431,-98.9903,-138.9903,
3.0434,-99.7681,-139.7681,
3.0437,-99.2516,-139.2516,
3.044,-98.5,-138.5,
3.0443,-97.6086,-137.6086,
3.0446,-99.0739,-139.0739,
3.0449,-99.5287,-139.5287,
3.0452,-98.8246,-138.8246,
3.0455,-100.4058,-140.4058,
3.0458,-99.2429,-139.2429,
3.0461,-98.0681,-138.0681,
3.0464,-98.5381,-138.5381,
3.0467,-100.0767,-140.0767,
3.047,-99.7495,-139.7495,
3.0473,-99.2147,-139.2147,
3.0476,-96.9217,-136.9217,
3.0479,-99.2695,-139.2695,
3.0482,-99.0123,-139.0123,
3.0485,-100.2958,-140.2958,
3.0488,-99.4743,-139.4743,
3.0491,-97.9765,-137.9765,
3.0494,-99.6778,-139.6778,
3.0497,-98.9588,-138.9588,
3.05,-98.9956,-138.9956,
3.0503,-96.9532,-136.9532,
3.0506,-96.7718,-136.7718,
3.0509,-100.3475,-140.3475,
3.0512,-99.2135,-139.2135,
3.0515,-97.8456,-137.8456,
3.0518,-99.7651,-139.7651,
3.0521,-99.1324,-139.1324,
3.0524,-98.4134,-138.4134,
3.0527,-99.36,-139.36,
3.053,-96.3751,-136.3751,
3.0533,-100.8458,-140.8458,
3.0536,-99.8971,-139.8971,
3.0539,-100.182,-140.182,
3.0542,-99.7081,-139.7081,
3.0545,-99.7443,-139.7443,
3.0548,-98.3326,-138.3326,
3.0551,-101.2647,-141.2647,
3.0554,-99.1659,-139.166,
3.0557,-97.244,-137.244,
3.056,-99.1053,-139.1053,
3.0563,-100.4445,-140.4445,
3.0566,-97.751,-137.7509,
3.0569,-100.1016,-140.1016,
3.0572,-97.9104,-137.9104,
3.0575,-97.8527,-137.8527,
3.0578,-99.3034,-139.3034,
3.0581,-97.5214,-137.5214,
3.0584,-100.2103,-140.2103,
3.0587,-96.6828,-136.6828,
3.059,-99.5924,-139.5924,
3.0593,-98.857,-138.857,
3.0596,-98.7191,-138.7191,
3.0599,-101.3903,-141.3903,
3.0602,-97.8023,-137.8023,
3.0605,-98.8895,-138.8895,
3.0608,-100.1207,-140.1207,
3.0611,-99.0049,-139.0049,
3.0614,-98.9005,-138.9005,
3.0617,-98.0521,-138.0521,
3.062,-98.9453,-138.9453,
3.0623,-98.4223,-138.4223,
3.0626,-97.5924,-137.5924,
3.0629,-97.3543,-137.3543,
3.0632,-98.4891,-138.4891,
3.0635,-98.8055,-138.8055,
3.0638,-99.3837,-139.3837,
3.0641,-98.3922,-138.3922,
3.0644,-99.3826,-139.3826,
3.0647,-99.1133,-139.1133,
3.065,-98.7077,-138.7077,
3.0653,-99.2216,-139.2216,
3.0656,-98.9295,-138.9295,
3.0659,-98.1387,-138.1387,
3.0662,-99.162,-139.162,
3.0665,-97.0495,-137.0495,
3.0668,-97.7678,-137.7678,
3.0671,-98.1408,-138.1408,
3.0674,-98.5734,-138.5734,
3.0677,-98.8914,-138.8914,
3.068,-98.6367,-138.6367,
3.0683,-99.4426,-139.4426,
3.0686,-99.344,-139.344,
3.0689,-98.3753,-138.3753,
3.0692,-99.6622,-139.6622,
3.0695,-99.2399,-139.2399,
3.0698,-98.7082,-138.7082,
3.0701,-100.139,-140.139,
3.0704,-97.7856,-137.7856,
3.0707,-98.763,-138.763,
3.071,-101.1177,-141.1177,
3.0713,-98.026,-138.026,
3.0716,-97.675,-137.675,
3.0719,-98.1778,-138.1778,
3.0722,-98.6708,-138.6708,
3.0725,-97.6124,-137.6124,
3.0728,-98.689,-138.689,
3.0731,-99.927,-139.927,
3.0734,-98.8919,-138.8919,
3.0737,-98.6266,-138.6266,
3.074,-100.339,-140.339,
3.0743,-98.4009,-138.4009,
3.0746,-97.8687,-137.8687,
3.0749,-97.0074,-137.0074,
3.0752,-100.1464,-140.1464,
3.0755,-99.5144,-139.5144,
3.0758,-100.0027,-140.0027,
3.0761,-99.0891,-139.0891,
3.0764,-100.132,-140.132,
3.0767,-98.2102,-138.2102,
3.077,-98.5662,-138.5662,
3.0773,-98.8734,-138.8734,
3.0776,-97.7887,-137.7887,
3.0779,-98.0847,-138.0847,
3.0782,-98.4476,-138.4476,
3.0785,-100.1129,-140.1129,
3.0788,-98.4572,-138.4572,
3.0791,-98.2808,-138.2808,
3.0794,-100.1022,-140.1022,
3.0797,-98.0954,-138.0954,
3.08,-99.2808,-139.2808,
3.0803,-98.6261,-138.6261,
3.0806,-99.2306,-139.2306,
3.0809,-97.7742,-137.7742,
3.0812,-99.5764,-139.5764,
3.0815,-99.4418,-139.4418,
3.0818,-97.0952,-137.0952,
3.0821,-98.9936,-138.9936,
3.0824,-97.8474,-137.8474,
3.0827,-98.0191,-138.0191,
3.083,-97.786,-137.786,
3.0833,-98.9828,-138.9828,
3.0836,-99.7076,-139.7076,
3.0839,-99.6652,-139.6652,
3.0842,-98.5705,-138.5705,
3.0845,-99.2874,-139.2874,
3.0848,-98.5533,-138.5533,
3.0851,-97.9083,-137.9083,
3.0854,-98.9626,-138.9626,
3.0857,-99.454,-139.454,
3.086,-99.0535,-139.0535,
3.0863,-96.88,-136.88,
3.0866,-98.9247,-138.9247,
3.0869,-98.116,-138.116,
3.0872,-98.5203,-138.5203,
3.0875,-98.0549,-138.0549,
3.0878,-99.7278,-139.7278,
3.0881,-99.2236,-139.2236,
3.0884,-98.4793,-138.4793,
3.0887,-98.619,-138.619,
3.089,-99.0744,-139.0744,
3.0893,-99.3383,-139.3383,
3.0896,-99.2366,-139.2366,
3.0899,-98.0343,-138.0343,
3.0902,-97.236,-137.236,
3.0905,-96.7657,-136.7657,
3.0908,-100.0164,-140.0164,
3.0911,-96.8715,-136.8715,
3.0914,-96.5968,-136.5968,
3.0917,-97.257,-137.257,
3.092,-97.7069,-137.7069,
3.0923,-98.4166,-138.4166,
3.0926,-97.2169,-137.2169,
3.0929,-97.8679,-137.8679,
3.0932,-97.2413,-137.2413,
3.0935,-97.4806,-137.4806,
3.0938,-98.7367,-138.7367,
3.0941,-98.9601,-138.9601,
3.0944,-99.0224,-139.0224,
3.0947,-97.8384,-137.8383,
3.095,-97.3272,-137.3272,
3.0953,-98.5045,-138.5045,
3.0956,-98.2015,-138.2015,
3.0959,-99.1913,-139.1913,
3.0962,-98.8275,-138.8275,
3.0965,-99.644,-139.644,
3.0968,-98.0656,-138.0656,
3.0971,-98.3997,-138.3997,
3.0974,-98.8433,-138.8433,
3.0977,-96.8517,-136.8517,
3.098,-97.8075,-137.8075,
3.0983,-99.6664,-139.6664,
3.0986,-98.632,-138.632,
3.0989,-97.9346,-137.9346,
3.0992,-99.4182,-139.4182,
3.0995,-99.3057,-139.3057,
3.0998,-98.7521,-138.7521,
3.1001,-98.8477,-138.8477,
3.1004,-99.6779,-139.6779,
3.1007,-97.7926,-137.7926,
3.101,-98.3608,-138.3608,
3.1013,-97.4143,-137.4143,
3.1016,-98.9664,-138.9665,
3.1019,-98.4564,-138.4564,
3.1022,-98.0898,-138.0898,
3.1025,-98.0263,-138.0263,
3.1028,-99.4121,-139.4121,
3.1031,-99.2976,-139.2976,
3.1034,-98.2493,-138.2493,
3.1037,-99.3434,-139.3434,
3.104,-99.1847,-139.1847,
3.1043,-99.7321,-139.7321,
3.1046,-97.0938,-137.0938,
3.1049,-99.2664,-139.2664,
3.1052,-97.7146,-137.7146,
3.1055,-99.7988,-139.7988,
3.1058,-97.1648,-137.1648,
3.1061,-99.3613,-139.3613,
3.1064,-97.3789,-137.3789,
3.1067,-101.7909,-141.7909,
3.107,-97.6784,-137.6784,
3.1073,-97.4745,-137.4745,
3.1076,-99.282,-139.282,
3.1079,-98.8888,-138.8888,
3.1082,-101.3114,-141.3114,
3.1085,-98.4475,-138.4475,
3.1088,-97.9412,-137.9412,
3.1091,-97.6543,-137.6543,
3.1094,-98.1586,-138.1586,
3.1097,-96.1368,-136.1368,
3.11,-99.0418,-139.0418,
3.1103,-98.7924,-138.7924,
3.1106,-97.6846,-137.6846,
3.1109,-98.7384,-138.7384,
3.1112,-97.8752,-137.8752,
3.1115,-98.5461,-138.5461,
3.1118,-99.4958,-139.4958,
3.1121,-100.1356,-140.1356,
3.1124,-98.1724,-138.1724,
3.1127,-98.0019,-138.0019,
3.113,-98.1321,-138.1321,
3.1133,-97.9242,-137.9242,
3.1136,-100.1949,-140.1949,
3.1139,-98.8046,-138.8046,
3.1142,-97.766,-137.766,
3.1145,-98.3128,-138.3128,
3.1148,-97.0584,-137.0584,
3.1151,-98.3843,-138.3843,
3.1154,-96.9317,-136.9317,
3.1157,-97.9387,-137.9387,
3.116,-98.1169,-138.1169,
3.1163,-97.9427,-137.9427,
3.1166,-96.0781,-136.0781,
3.1169,-99.1604,-139.1604,
3.1172,-100.5502,-140.5502,
3.1175,-97.6606,-137.6606,
3.1178,-98.39,-138.39,
3.1181,-97.6788,-137.6788,
3.1184,-98.5759,-138.5759,
3.1187,-98.8199,-138.8199,
3.119,-98.1466,-138.1466,
3.1193,-100.0818,-140.0818,
3.1196,-96.9938,-136.9938,
3.1199,-97.7547,-137.7547,
3.1202,-98.968,-138.968,
3.1205,-99.735,-139.735,
3.1208,-98.9879,-138.988,
3.1211,-98.3964,-138.3964,
3.1214,-99.0677,-139.0677,
3.1217,-96.799,-136.799,
3.122,-97.9749,-137.9749,
3.1223,-98.4942,-138.4942,
3.1226,-97.0743,-137.0743,
3.1229,-97.3991,-137.3991,
3.1232,-98.5281,-138.5281,
3.1235,-99.5393,-139.5394,
3.1238,-98.4818,-138.4818,
3.1241,-99.0351,-139.0351,
3.1244,-99.0561,-139.0561,
3.1247,-97.1339,-137.1339,
3.125,-97.6732,-137.6732,
3.1253,-99.8156,-139.8156,
3.1256,-97.9161,-137.9161,
3.1259,-97.7681,-137.7681,
3.1262,-97.2642,-137.2642,
3.1265,-99.6933,-139.6933,
3.1268,-97.7227,-137.7227,
3.1271,-97.5861,-137.5861,
3.1274,-97.8329,-137.8329,
3.1277,-100.4786,-140.4786,
3.128,-99.3374,-139.3374,
3.1283,-100.5441,-140.5441,
3.1286,-98.6671,-138.6671,
3.1289,-98.7258,-138.7258,
3.1292,-98.2173,-138.2173,
3.1295,-99.5473,-139.5473,
3.1298,-99.0093,-139.0093,
3.1301,-97.8804,-137.8804,
3.1304,-100.2403,-140.2403,
3.1307,-99.588,-139.588,
3.131,-98.6797,-138.6798,
3.1313,-97.4098,-137.4098,
3.1316,-99.1871,-139.1871,
3.1319,-97.9204,-137.9204,
3.1322,-96.7325,-136.7325,
3.1325,-100.202,-140.202,
3.1328,-98.9158,-138.9158,
3.1331,-99.1324,-139.1324,
3.1334,-98.1824,-138.1824,
3.1337,-99.8809,-139.8809,
3.134,-99.3251,-139.3251,
3.1343,-100.0199,-140.0199,
3.1346,-99.2869,-139.2869,
3.1349,-98.4153,-138.4153,
3.1352,-96.8475,-136.8475,
3.1355,-98.6331,-138.6331,
3.1358,-98.4647,-138.4647,
3.1361,-98.5921,-138.5921,
3.1364,-97.1389,-137.1389,
3.1367,-99.0656,-139.0656,
3.137,-98.1517,-138.1517,
3.1373,-97.2635,-137.2635,
3.1376,-98.5697,-138.5697,
3.1379,-99.9323,-139.9323,
3.1382,-97.8844,-137.8844,
3.1385,-97.273,-137.273,
3.1388,-98.4323,-138.4323,
3.1391,-97.6591,-137.6591,
3.1394,-98.8207,-138.8207,
3.1397,-97.6622,-137.6622,
3.14,-98.6941,-138.6941,
3.1403,-98.8769,-138.8768,
3.1406,-97.7299,-137.7299,
3.1409,-99.0088,-139.0088,
3.1412,-97.8112,-137.8112,
3.1415,-96.8221,-136.8221,
3.1418,-98.8479,-138.8479,
3.1421,-97.7387,-137.7387,
3.1424,-98.7176,-138.7176,
3.1427,-99.1637,-139.1637,
3.143,-97.7397,-137.7397,
3.1433,-98.7467,-138.7467,
3.1436,-99.3876,-139.3876,
3.1439,-96.9578,-136.9578,
3.1442,-98.1722,-138.1722,
3.1445,-99.8748,-139.8748,
3.1448,-98.3598,-138.3598,
3.1451,-97.9722,-137.9722,
3.1454,-99.7648,-139.7648,
3.1457,-98.3073,-138.3073,
3.146,-98.3387,-138.3387,
3.1463,-98.3461,-138.3461,
3.1466,-99.5212,-139.5212,
3.1469,-98.8497,-138.8497,
3.1472,-98.3278,-138.3279,
3.1475,-97.3438,-137.3438,
3.1478,-99.1236,-139.1236,
3.1481,-99.6109,-139.6109,
3.1484,-99.5008,-139.5009,
3.1487,-99.7445,-139.7445,
3.149,-100.4667,-140.4667,
3.1493,-96.8481,-136.8481,
3.1496,-98.2195,-138.2195,
3.1499,-97.4837,-137.4837,
3.1502,-97.1528,-137.1528,
3.1505,-99.1826,-139.1826,
3.1508,-99.2702,-139.2702,
3.1511,-99.4603,-139.4603,
3.1514,-97.8115,-137.8115,
3.1517,-99.2844,-139.2844,
3.152,-99.1072,-139.1072,
3.1523,-98.6138,-138.6138,
3.1526,-97.5585,-137.5585,
3.1529,-97.9258,-137.9258,
3.1532,-99.8196,-139.8196,
3.1535,-99.0381,-139.0381,
3.1538,-97.5684,-137.5684,
3.1541,-98.7791,-138.7791,
3.1544,-98.541,-138.541,
3.1547,-100.4022,-140.4022,
3.155,-98.8181,-138.8181,
3.1553,-98.2259,-138.2259,
3.1556,-98.562,-138.562,
3.1559,-99.2609,-139.2609,
3.1562,-99.9037,-139.9037,
3.1565,-99.6051,-139.6051,
3.1568,-97.3338,-137.3338,
3.1571,-98.555,-138.555,
3.1574,-98.8765,-138.8765,
3.1577,-99.6869,-139.6869,
3.158,-99.6698,-139.6698,
3.1583,-98.8911,-138.8911,
3.1586,-99.6267,-139.6267,
3.1589,-99.818,-139.818,
3.1592,-100.4335,-140.4335,
3.1595,-97.8678,-137.8678,
3.1598,-99.4892,-139.4892,
3.1601,-99.3506,-139.3506,
3.1604,-99.5667,-139.5667,
3.1607,-98.4913,-138.4913,
3.161,-99.2684,-139.2684,
3.1613,-98.4543,-138.4543,
3.1616,-97.9621,-137.9622,
3.1619,-98.357,-138.357,
3.1622,-96.3403,-136.3403,
3.1625,-97.8621,-137.8621,
3.1628,-98.1573,-138.1573,
3.1631,-99.6884,-139.6884,
3.1634,-99.6019,-139.6019,
3.1637,-100.2224,-140.2224,
3.164,-99.5673,-139.5673,
3.1643,-98.6349,-138.6349,
3.1646,-100.9514,-140.9514,
3.1649,-97.1462,-137.1463,
3.1652,-98.1807,-138.1807,
3.1655,-98.1612,-138.1612,
3.1658,-98.5211,-138.5211,
3.1661,-99.719,-139.719,
3.1664,-99.6329,-139.6329,
3.1667,-98.3644,-138.3644,
3.167,-96.9862,-136.9862,
3.1673,-97.7925,-137.7925,
3.1676,-99.2364,-139.2364,
3.1679,-97.9893,-137.9893,
3.1682,-98.3312,-138.3312,
3.1685,-97.6715,-137.6715,
3.1688,-98.3551,-138.3551,
3.1691,-97.9156,-137.9156,
3.1694,-98.6636,-138.6636,
3.1697,-98.124,-138.124,
3.17,-97.4476,-137.4476,
3.1703,-99.6382,-139.6382,
3.1706,-98.8841,-138.8841,
3.1709,-96.9194,-136.9194,
3.1712,-99.5834,-139.5834,
3.1715,-99.154,-139.154,
3.1718,-99.1545,-139.1545,
3.1721,-98.229,-138.229,
3.1724,-99.2406,-139.2406,
3.1727,-100.342,-140.342,
3.173,-99.7857,-139.7857,
3.1733,-98.7256,-138.7256,
3.1736,-97.0506,-137.0506,
3.1739,-98.5811,-138.5811,
3.1742,-99.3067,-139.3067,
3.1745,-97.9442,-137.9442,
3.1748,-97.4518,-137.4518,
3.1751,-99.6258,-139.6259,
3.1754,-98.6403,-138.6403,
3.1757,-99.1927,-139.1927,
3.176,-98.9119,-138.9119,
3.1763,-99.2328,-139.2328,
3.1766,-98.2561,-138.2561,
3.1769,-101.0422,-141.0422,
3.1772,-98.2429,-138.2429,
3.1775,-100.3783,-140.3783,
3.1778,-98.7909,-138.791,
3.1781,-100.4391,-140.4391,
3.1784,-98.9319,-138.9319,
3.1787,-98.8877,-138.8877,
3.179,-100.5741,-140.5741,
3.1793,-98.1698,-138.1698,
3.1796,-97.84,-137.84,
3.1799,-99.5378,-139.5378,
3.1802,-98.2884,-138.2884,
3.1805,-96.9168,-136.9168,
3.1808,-100.4828,-140.4828,
3.1811,-99.5148,-139.5148,
3.1814,-97.934,-137.934,
3.1817,-98.4185,-138.4185,
3.182,-98.2832,-138.2832,
3.1823,-97.082,-137.082,
3.1826,-99.2014,-139.2013,
3.1829,-99.2357,-139.2357,
3.1832,-98.9159,-138.9159,
3.1835,-98.5886,-138.5886,
3.1838,-99.4959,-139.4959,
3.1841,-99.5664,-139.5664,
3.1844,-99.464,-139.464,
3.1847,-98.9758,-138.9758,
3.185,-99.2751,-139.2751,
3.1853,-98.8093,-138.8093,
3.1856,-98.231,-138.231,
3.1859,-98.2396,-138.2396,
3.1862,-98.5367,-138.5367,
3.1865,-99.3418,-139.3418,
3.1868,-100.1867,-140.1867,
3.1871,-98.2465,-138.2465,
3.1874,-97.7471,-137.7471,
3.1877,-98.0332,-138.0332,
3.188,-97.3506,-137.3506,
3.1883,-96.9326,-136.9326,
3.1886,-98.22,-138.22,
3.1889,-99.598,-139.598,
3.1892,-99.0776,-139.0776,
3.1895,-99.1286,-139.1286,
3.1898,-98.2648,-138.2648,
3.1901,-99.1378,-139.1378,
3.1904,-97.9522,-137.9522,
3.1907,-96.3352,-136.3352,
3.191,-98.1157,-138.1157,
3.1913,-101.9111,-141.9111,
3.1916,-99.2903,-139.2903,
3.1919,-97.778,-137.778,
3.1922,-99.2317,-139.2317,
3.1925,-98.552,-138.5521,
3.1928,-98.3837,-138.3837,
3.1931,-96.9756,-136.9756,
3.1934,-99.4998,-139.4998,
3.1937,-98.8389,-138.8389,
3.194,-98.796,-138.796,
3.1943,-98.2442,-138.2442,
3.1946,-97.7893,-137.7893,
3.1949,-100.7135,-140.7135,
3.1952,-100.0364,-140.0364,
3.1955,-100.6049,-140.6049,
3.1958,-98.138,-138.138,
3.1961,-99.1312,-139.1311,
3.1964,-100.101,-140.101,
3.1967,-100.4802,-140.4802,
3.197,-98.6572,-138.6572,
3.1973,-100.4095,-140.4095,
3.1976,-97.3382,-137.3382,
3.1979,-98.2075,-138.2075,
3.1982,-98.9404,-138.9404,
3.1985,-98.1409,-138.1409,
3.1988,-100.1206,-140.1206,
3.1991,-99.0561,-139.0561,
3.1994,-98.799,-138.799,
3.1997,-99.5056,-139.5056,
3.2,-98.6403,-138.6403,
3.2003,-97.843,-137.843,
3.2006,-98.7,-138.7,
3.2009,-100.1699,-140.1699,
3.2012,-99.2056,-139.2056,
3.2015,-98.6289,-138.6289,
3.2018,-98.928,-138.928,
3.2021,-99.2124,-139.2124,
3.2024,-100.3668,-140.3668,
3.2027,-100.2135,-140.2135,
3.203,-98.688,-138.688,
3.2033,-98.4452,-138.4452,
3.2036,-99.0382,-139.0382,
3.2039,-99.4373,-139.4373,
3.2042,-99.7516,-139.7516,
3.2045,-99.5943,-139.5943,
3.2048,-98.5564,-138.5564,
3.2051,-98.7176,-138.7176,
3.2054,-97.9269,-137.9269,
3.2057,-100.28,-140.28,
3.206,-99.4644,-139.4644,
3.2063,-99.9107,-139.9107,
3.2066,-99.529,-139.529,
3.2069,-98.8741,-138.8741,
3.2072,-101.4349,-141.4349,
3.2075,-100.2996,-140.2996,
3.2078,-98.1672,-138.1672,
3.2081,-99.5808,-139.5808,
3.2084,-99.8689,-139.8689,
3.2087,-100.8448,-140.8448,
3.209,-99.196,-139.196,
3.2093,-98.7052,-138.7052,
3.2096,-99.3612,-139.3612,
3.2099,-100.6419,-140.6419,
3.2102,-100.2055,-140.2055,
3.2105,-100.1755,-140.1755,
3.2108,-100.5382,-140.5382,
3.2111,-98.8415,-138.8415,
3.2114,-100.9832,-140.9832,
3.2117,-98.4923,-138.4923,
3.212,-99.1022,-139.1022,
3.2123,-100.6964,-140.6964,
3.2126,-100.2994,-140.2994,
3.2129,-98.9386,-138.9386,
3.2132,-99.6893,-139.6893,
