Siglent Technologies,SSA5085A,SSA5AA4D900088,1.9.0.2.2R3
PMA Benchtop NPD v2.00,,,
Frequency Start = 2.0 GHz,,,
Frequency Stop = 5.0 GHz,,,
Frequency Step = 0.3 MHz,,,
Number of Frequency Points = 10001.0,,,
Number of Averages = 10.0,,,
Resolution Bandwidth = 10.0 KHz,,,
,,,
Freq(GHz),Raw Data,dBm/Hz,
4.3412,-118.2101,-158.2101,
4.3415,-116.0422,-156.0422,
4.3418,-117.4835,-157.4835,
4.3421,-114.9621,-154.9621,
4.3424,-117.4027,-157.4027,
4.3427,-117.7507,-157.7507,
4.343,-115.897,-155.897,
4.3433,-116.1921,-156.1921,
4.3436,-115.2203,-155.2203,
4.3439,-116.6523,-156.6523,
4.3442,-115.5353,-155.5353,
4.3445,-116.3479,-156.3479,
4.3448,-116.6117,-156.6117,
4.3451,-115.9566,-155.9566,
4.3454,-116.9074,-156.9074,
4.3457,-117.3491,-157.3491,
4.346,-116.455,-156.455,
4.3463,-117.4902,-157.4902,
4.3466,-117.0208,-157.0208,
4.3469,-117.0526,-157.0526,
4.3472,-114.5435,-154.5435,
4.3475,-116.92,-156.92,
4.3478,-116.5324,-156.5324,
4.3481,-115.3065,-155.3065,
4.3484,-116.8088,-156.8088,
4.3487,-115.8444,-155.8444,
4.349,-116.2345,-156.2345,
4.3493,-115.8787,-155.8787,
4.3496,-117.9685,-157.9685,
4.3499,-115.563,-155.563,
4.3502,-115.984,-155.984,
4.3505,-115.823,-155.823,
4.3508,-115.7259,-155.7259,
4.3511,-115.7563,-155.7563,
4.3514,-117.2828,-157.2828,
4.3517,-116.3218,-156.3218,
4.352,-115.9732,-155.9732,
4.3523,-116.597,-156.597,
4.3526,-117.1143,-157.1143,
4.3529,-116.8297,-156.8297,
4.3532,-116.0946,-156.0946,
4.3535,-116.0145,-156.0145,
4.3538,-117.0222,-157.0222,
4.3541,-116.8441,-156.8441,
4.3544,-116.5392,-156.5392,
4.3547,-116.6656,-156.6656,
4.355,-116.0042,-156.0042,
4.3553,-116.7441,-156.7441,
4.3556,-117.1326,-157.1326,
4.3559,-116.3365,-156.3365,
4.3562,-116.2963,-156.2963,
4.3565,-116.045,-156.045,
4.3568,-116.2817,-156.2817,
4.3571,-116.8243,-156.8243,
4.3574,-117.57,-157.57,
4.3577,-117.7356,-157.7356,
4.358,-119.3241,-159.3241,
4.3583,-116.2481,-156.2481,
4.3586,-116.8903,-156.8903,
4.3589,-117.6313,-157.6313,
4.3592,-117.1501,-157.1501,
4.3595,-117.8614,-157.8614,
4.3598,-117.015,-157.015,
4.3601,-116.9816,-156.9816,
4.3604,-116.239,-156.239,
4.3607,-116.9911,-156.9911,
4.361,-115.0183,-155.0183,
4.3613,-115.9072,-155.9072,
4.3616,-114.7382,-154.7382,
4.3619,-116.8657,-156.8657,
4.3622,-117.7234,-157.7234,
4.3625,-118.6099,-158.6099,
4.3628,-118.6022,-158.6022,
4.3631,-115.158,-155.158,
4.3634,-117.0859,-157.0859,
4.3637,-117.3389,-157.3389,
4.364,-115.7074,-155.7074,
4.3643,-118.5216,-158.5216,
4.3646,-119.6538,-159.6538,
4.3649,-117.4838,-157.4838,
4.3652,-118.0706,-158.0706,
4.3655,-117.6626,-157.6626,
4.3658,-117.7565,-157.7565,
4.3661,-118.6865,-158.6865,
4.3664,-118.0005,-158.0005,
4.3667,-116.8573,-156.8573,
4.367,-117.6591,-157.6591,
4.3673,-116.1457,-156.1457,
4.3676,-115.6017,-155.6017,
4.3679,-117.6816,-157.6816,
4.3682,-117.4852,-157.4852,
4.3685,-118.6145,-158.6145,
4.3688,-117.956,-157.956,
4.3691,-115.7805,-155.7805,
4.3694,-118.1125,-158.1125,
4.3697,-116.5541,-156.5541,
4.37,-117.0046,-157.0046,
4.3703,-116.5193,-156.5193,
4.3706,-118.5809,-158.5809,
4.3709,-116.9025,-156.9025,
4.3712,-116.9922,-156.9922,
4.3715,-117.7017,-157.7017,
4.3718,-116.6199,-156.6199,
4.3721,-117.3129,-157.3129,
4.3724,-117.2502,-157.2502,
4.3727,-117.0005,-157.0005,
4.373,-117.264,-157.264,
4.3733,-115.3099,-155.3099,
4.3736,-117.9024,-157.9024,
4.3739,-116.4539,-156.4539,
4.3742,-118.0203,-158.0203,
4.3745,-116.3489,-156.3489,
4.3748,-115.9588,-155.9588,
4.3751,-115.3669,-155.3669,
4.3754,-116.0145,-156.0145,
4.3757,-116.4936,-156.4936,
4.376,-115.9036,-155.9036,
4.3763,-116.8736,-156.8736,
4.3766,-116.7334,-156.7334,
4.3769,-117.3782,-157.3782,
4.3772,-118.2638,-158.2638,
4.3775,-115.0519,-155.0519,
4.3778,-117.4048,-157.4048,
4.3781,-117.898,-157.898,
4.3784,-116.7425,-156.7425,
4.3787,-116.0665,-156.0665,
4.379,-116.2955,-156.2955,
4.3793,-116.8788,-156.8788,
4.3796,-116.5959,-156.5959,
4.3799,-116.4734,-156.4734,
4.3802,-115.7025,-155.7025,
4.3805,-115.5017,-155.5017,
4.3808,-118.0253,-158.0253,
4.3811,-114.5596,-154.5596,
4.3814,-116.6577,-156.6577,
4.3817,-115.6328,-155.6328,
4.382,-115.857,-155.857,
4.3823,-116.694,-156.694,
4.3826,-114.3357,-154.3357,
4.3829,-116.4246,-156.4246,
4.3832,-117.3482,-157.3482,
4.3835,-115.2035,-155.2035,
4.3838,-114.8058,-154.8058,
4.3841,-115.9666,-155.9666,
4.3844,-116.3823,-156.3823,
4.3847,-117.2116,-157.2116,
4.385,-116.1651,-156.1651,
4.3853,-115.8003,-155.8003,
4.3856,-114.9205,-154.9205,
4.3859,-116.8236,-156.8236,
4.3862,-115.2286,-155.2286,
4.3865,-116.1357,-156.1357,
4.3868,-116.3128,-156.3128,
4.3871,-117.6336,-157.6336,
4.3874,-115.6197,-155.6197,
4.3877,-116.7837,-156.7837,
4.388,-115.6736,-155.6736,
4.3883,-117.2839,-157.2839,
4.3886,-116.6341,-156.6341,
4.3889,-115.5818,-155.5818,
4.3892,-117.7955,-157.7955,
4.3895,-115.57,-155.57,
4.3898,-115.9909,-155.9909,
4.3901,-115.7039,-155.7039,
4.3904,-117.5182,-157.5182,
4.3907,-114.9144,-154.9144,
4.391,-117.0425,-157.0425,
4.3913,-116.4568,-156.4568,
4.3916,-116.8337,-156.8337,
4.3919,-119.014,-159.014,
4.3922,-119.2863,-159.2863,
4.3925,-116.3359,-156.3359,
4.3928,-115.4311,-155.4311,
4.3931,-118.242,-158.242,
4.3934,-117.4956,-157.4956,
4.3937,-114.7645,-154.7645,
4.394,-116.0277,-156.0277,
4.3943,-115.8037,-155.8037,
4.3946,-117.3577,-157.3577,
4.3949,-116.2757,-156.2757,
4.3952,-118.0541,-158.0541,
4.3955,-117.7031,-157.7031,
4.3958,-117.0723,-157.0723,
4.3961,-116.9419,-156.9419,
4.3964,-115.4016,-155.4016,
4.3967,-117.0765,-157.0765,
4.397,-116.0709,-156.0709,
4.3973,-115.4037,-155.4037,
4.3976,-115.9126,-155.9126,
4.3979,-116.9118,-156.9118,
4.3982,-114.9539,-154.9539,
4.3985,-116.8781,-156.8781,
4.3988,-116.0714,-156.0714,
4.3991,-118.7764,-158.7764,
4.3994,-116.9214,-156.9214,
4.3997,-117.9898,-157.9898,
4.4,-117.7786,-157.7786,
4.4003,-115.9015,-155.9015,
4.4006,-117.2195,-157.2195,
4.4009,-114.7517,-154.7517,
4.4012,-117.5569,-157.5569,
4.4015,-116.5292,-156.5292,
4.4018,-115.4961,-155.4961,
4.4021,-118.093,-158.093,
4.4024,-117.462,-157.462,
4.4027,-116.5285,-156.5285,
4.403,-115.8546,-155.8546,
4.4033,-115.6355,-155.6355,
4.4036,-117.0948,-157.0948,
4.4039,-117.5491,-157.5491,
4.4042,-117.1791,-157.1791,
4.4045,-118.2194,-158.2194,
4.4048,-116.5428,-156.5428,
4.4051,-118.8788,-158.8788,
4.4054,-118.3593,-158.3593,
4.4057,-117.2165,-157.2165,
4.406,-117.6957,-157.6957,
4.4063,-119.289,-159.289,
4.4066,-118.0377,-158.0377,
4.4069,-117.7365,-157.7365,
4.4072,-117.9545,-157.9545,
4.4075,-118.3546,-158.3546,
4.4078,-117.333,-157.333,
4.4081,-116.0414,-156.0414,
4.4084,-117.5985,-157.5985,
4.4087,-116.2702,-156.2702,
4.409,-117.1603,-157.1603,
4.4093,-116.1569,-156.1569,
4.4096,-117.0625,-157.0625,
4.4099,-117.1434,-157.1434,
4.4102,-116.268,-156.268,
4.4105,-116.3408,-156.3408,
4.4108,-117.4625,-157.4625,
4.4111,-115.767,-155.767,
4.4114,-118.653,-158.653,
4.4117,-117.8891,-157.8891,
4.412,-116.1633,-156.1633,
4.4123,-117.2278,-157.2278,
4.4126,-115.9477,-155.9477,
4.4129,-115.4038,-155.4038,
4.4132,-117.5011,-157.5011,
4.4135,-116.1856,-156.1856,
4.4138,-116.8218,-156.8218,
4.4141,-116.0016,-156.0016,
4.4144,-117.1768,-157.1768,
4.4147,-118.3085,-158.3085,
4.415,-116.7209,-156.7209,
4.4153,-117.1767,-157.1767,
4.4156,-116.841,-156.841,
4.4159,-119.2523,-159.2523,
4.4162,-116.1478,-156.1478,
4.4165,-115.6887,-155.6887,
4.4168,-115.332,-155.332,
4.4171,-116.6215,-156.6215,
4.4174,-117.5178,-157.5178,
4.4177,-117.3141,-157.3141,
4.418,-117.9132,-157.9132,
4.4183,-115.925,-155.925,
4.4186,-114.6366,-154.6366,
4.4189,-117.5688,-157.5688,
4.4192,-115.689,-155.689,
4.4195,-117.6081,-157.6081,
4.4198,-116.5941,-156.5941,
4.4201,-115.1823,-155.1823,
4.4204,-115.6248,-155.6248,
4.4207,-115.3783,-155.3783,
4.421,-116.6651,-156.6651,
4.4213,-115.0407,-155.0407,
4.4216,-116.7672,-156.7672,
4.4219,-115.6748,-155.6748,
4.4222,-114.4334,-154.4334,
4.4225,-115.5672,-155.5672,
4.4228,-116.3983,-156.3983,
4.4231,-116.7306,-156.7306,
4.4234,-116.3066,-156.3066,
4.4237,-117.2938,-157.2938,
4.424,-116.0243,-156.0243,
4.4243,-116.3713,-156.3713,
4.4246,-115.4574,-155.4574,
4.4249,-114.8673,-154.8673,
4.4252,-115.9548,-155.9548,
4.4255,-116.2196,-156.2196,
4.4258,-116.8066,-156.8066,
4.4261,-115.8659,-155.8659,
4.4264,-117.8877,-157.8877,
4.4267,-114.4817,-154.4817,
4.427,-116.859,-156.859,
4.4273,-116.1363,-156.1363,
4.4276,-116.9384,-156.9384,
4.4279,-117.6115,-157.6115,
4.4282,-116.6643,-156.6643,
4.4285,-116.7043,-156.7043,
4.4288,-115.7485,-155.7485,
4.4291,-115.4491,-155.4491,
4.4294,-115.916,-155.916,
4.4297,-115.6635,-155.6635,
4.43,-118.0642,-158.0642,
4.4303,-114.8365,-154.8365,
4.4306,-116.1253,-156.1253,
4.4309,-116.0791,-156.0791,
4.4312,-114.9749,-154.9749,
4.4315,-115.7848,-155.7848,
4.4318,-118.1271,-158.1271,
4.4321,-116.4194,-156.4194,
4.4324,-116.7843,-156.7843,
4.4327,-118.3183,-158.3183,
4.433,-116.8965,-156.8965,
4.4333,-115.1494,-155.1494,
4.4336,-118.012,-158.012,
4.4339,-117.9139,-157.9139,
4.4342,-117.7396,-157.7396,
4.4345,-116.4969,-156.4969,
4.4348,-115.3139,-155.3139,
4.4351,-115.7562,-155.7562,
4.4354,-116.9813,-156.9813,
4.4357,-117.2136,-157.2136,
4.436,-114.51,-154.51,
4.4363,-117.1787,-157.1787,
4.4366,-115.7716,-155.7716,
4.4369,-115.4714,-155.4714,
4.4372,-117.0319,-157.0319,
4.4375,-116.3372,-156.3372,
4.4378,-115.2548,-155.2548,
4.4381,-117.132,-157.132,
4.4384,-117.3673,-157.3673,
4.4387,-116.4361,-156.4361,
4.439,-117.723,-157.723,
4.4393,-118.1388,-158.1388,
4.4396,-115.0127,-155.0127,
4.4399,-117.1986,-157.1986,
4.4402,-115.7347,-155.7347,
4.4405,-118.9877,-158.9877,
4.4408,-117.5506,-157.5506,
4.4411,-115.3975,-155.3975,
4.4414,-117.3943,-157.3943,
4.4417,-117.8981,-157.8981,
4.442,-115.9748,-155.9748,
4.4423,-116.8235,-156.8235,
4.4426,-117.3515,-157.3515,
4.4429,-115.3087,-155.3087,
4.4432,-116.3336,-156.3336,
4.4435,-117.7643,-157.7643,
4.4438,-117.3353,-157.3353,
4.4441,-114.3738,-154.3738,
4.4444,-116.8917,-156.8917,
4.4447,-117.8778,-157.8778,
4.445,-117.8667,-157.8667,
4.4453,-116.8087,-156.8087,
4.4456,-115.1856,-155.1856,
4.4459,-118.1198,-158.1198,
4.4462,-116.7209,-156.7209,
4.4465,-116.2509,-156.2509,
4.4468,-117.6839,-157.6839,
4.4471,-118.25,-158.25,
4.4474,-116.7233,-156.7233,
4.4477,-116.5149,-156.5149,
4.448,-116.6252,-156.6252,
4.4483,-117.2563,-157.2563,
4.4486,-116.1614,-156.1614,
4.4489,-117.3692,-157.3692,
4.4492,-116.8508,-156.8508,
4.4495,-115.7996,-155.7996,
4.4498,-117.1211,-157.1211,
4.4501,-117.1261,-157.1261,
4.4504,-117.7911,-157.7911,
4.4507,-117.0214,-157.0214,
4.451,-116.9581,-156.9581,
4.4513,-117.5261,-157.5261,
4.4516,-115.8779,-155.8779,
4.4519,-116.8968,-156.8968,
4.4522,-117.6818,-157.6818,
4.4525,-117.808,-157.808,
4.4528,-118.5035,-158.5035,
4.4531,-117.6811,-157.6811,
4.4534,-116.4927,-156.4927,
4.4537,-117.7803,-157.7803,
4.454,-115.4317,-155.4317,
4.4543,-115.8265,-155.8265,
4.4546,-116.9606,-156.9606,
4.4549,-115.9768,-155.9768,
4.4552,-115.0585,-155.0585,
4.4555,-115.4942,-155.4942,
4.4558,-117.3443,-157.3443,
4.4561,-116.692,-156.692,
4.4564,-117.3692,-157.3692,
4.4567,-115.4168,-155.4168,
4.457,-116.8208,-156.8208,
4.4573,-116.3565,-156.3565,
4.4576,-116.6468,-156.6468,
4.4579,-114.0973,-154.0973,
4.4582,-117.4756,-157.4756,
4.4585,-114.8698,-154.8698,
4.4588,-117.0923,-157.0923,
4.4591,-116.1689,-156.1689,
4.4594,-115.9347,-155.9347,
4.4597,-116.0485,-156.0485,
4.46,-116.4519,-156.4519,
4.4603,-117.7271,-157.7271,
4.4606,-115.9335,-155.9335,
4.4609,-115.034,-155.034,
4.4612,-118.0528,-158.0528,
4.4615,-118.1045,-158.1045,
4.4618,-116.9059,-156.9059,
4.4621,-116.5022,-156.5022,
4.4624,-116.5128,-156.5128,
4.4627,-117.4217,-157.4217,
4.463,-116.0019,-156.0019,
4.4633,-117.4988,-157.4988,
4.4636,-116.9253,-156.9253,
4.4639,-114.8964,-154.8964,
4.4642,-116.1252,-156.1252,
4.4645,-117.1438,-157.1438,
4.4648,-116.1887,-156.1887,
4.4651,-117.4122,-157.4122,
4.4654,-115.9851,-155.9851,
4.4657,-116.2077,-156.2077,
4.466,-117.3123,-157.3123,
4.4663,-117.5282,-157.5282,
4.4666,-115.5487,-155.5487,
4.4669,-116.1245,-156.1245,
4.4672,-115.8457,-155.8457,
4.4675,-116.471,-156.471,
4.4678,-117.1836,-157.1836,
4.4681,-117.6399,-157.6399,
4.4684,-116.2053,-156.2053,
4.4687,-117.1989,-157.1989,
4.469,-117.2621,-157.2621,
4.4693,-116.6399,-156.6399,
4.4696,-115.0441,-155.0441,
4.4699,-116.7075,-156.7075,
4.4702,-117.6576,-157.6576,
4.4705,-116.3022,-156.3022,
4.4708,-117.6394,-157.6394,
4.4711,-117.5492,-157.5492,
4.4714,-116.296,-156.296,
4.4717,-118.2001,-158.2001,
4.472,-116.3811,-156.3811,
4.4723,-117.6567,-157.6567,
4.4726,-116.2443,-156.2443,
4.4729,-116.8047,-156.8047,
4.4732,-117.0496,-157.0496,
4.4735,-117.1623,-157.1623,
4.4738,-116.3806,-156.3806,
4.4741,-115.2784,-155.2784,
4.4744,-116.894,-156.894,
4.4747,-117.0263,-157.0263,
4.475,-115.3071,-155.3071,
4.4753,-117.1196,-157.1196,
4.4756,-116.8932,-156.8932,
4.4759,-117.668,-157.668,
4.4762,-116.8416,-156.8416,
4.4765,-116.3531,-156.3531,
4.4768,-117.5533,-157.5533,
4.4771,-118.2073,-158.2073,
4.4774,-117.2672,-157.2672,
4.4777,-117.5292,-157.5292,
4.478,-116.9415,-156.9415,
4.4783,-115.5554,-155.5554,
4.4786,-116.021,-156.021,
4.4789,-117.7356,-157.7356,
4.4792,-116.8427,-156.8427,
4.4795,-117.6996,-157.6996,
4.4798,-118.7207,-158.7207,
4.4801,-118.7136,-158.7136,
4.4804,-116.3048,-156.3048,
4.4807,-117.7804,-157.7804,
4.481,-117.373,-157.373,
4.4813,-116.9966,-156.9966,
4.4816,-116.5902,-156.5902,
4.4819,-117.556,-157.556,
4.4822,-115.4611,-155.4611,
4.4825,-119.1334,-159.1334,
4.4828,-117.0805,-157.0805,
4.4831,-117.6855,-157.6855,
4.4834,-118.101,-158.101,
4.4837,-118.2981,-158.2981,
4.484,-118.8609,-158.8609,
4.4843,-117.9711,-157.9711,
4.4846,-116.7644,-156.7644,
4.4849,-118.2084,-158.2084,
4.4852,-117.0451,-157.0451,
4.4855,-117.222,-157.222,
4.4858,-116.4653,-156.4653,
4.4861,-116.6116,-156.6116,
4.4864,-117.7268,-157.7268,
4.4867,-115.6611,-155.6611,
4.487,-118.1282,-158.1282,
4.4873,-117.8675,-157.8675,
4.4876,-117.5321,-157.5321,
4.4879,-117.0481,-157.0481,
4.4882,-117.499,-157.499,
4.4885,-116.493,-156.493,
4.4888,-116.6192,-156.6192,
4.4891,-117.6977,-157.6977,
4.4894,-117.6273,-157.6273,
4.4897,-118.536,-158.536,
4.49,-117.446,-157.446,
4.4903,-117.7394,-157.7394,
4.4906,-117.0426,-157.0426,
4.4909,-116.7451,-156.7451,
4.4912,-118.8739,-158.8739,
4.4915,-117.1152,-157.1152,
4.4918,-117.6592,-157.6592,
4.4921,-119.0034,-159.0034,
4.4924,-116.626,-156.626,
4.4927,-116.4024,-156.4024,
4.493,-118.2394,-158.2394,
4.4933,-115.2323,-155.2323,
4.4936,-117.964,-157.964,
4.4939,-117.2148,-157.2148,
4.4942,-115.5185,-155.5185,
4.4945,-115.8826,-155.8826,
4.4948,-116.4109,-156.4109,
4.4951,-116.3718,-156.3718,
4.4954,-117.3237,-157.3237,
4.4957,-117.2313,-157.2313,
4.496,-115.4972,-155.4972,
4.4963,-117.0423,-157.0423,
4.4966,-117.5704,-157.5704,
4.4969,-115.9054,-155.9054,
4.4972,-115.9461,-155.9461,
4.4975,-117.0904,-157.0904,
4.4978,-116.2665,-156.2665,
4.4981,-115.7434,-155.7434,
4.4984,-116.5663,-156.5663,
4.4987,-115.8421,-155.8421,
4.499,-116.0738,-156.0738,
4.4993,-115.2385,-155.2385,
4.4996,-114.9085,-154.9085,
4.4999,-115.0608,-155.0608,
4.5002,-117.5405,-157.5405,
4.5005,-115.2676,-155.2676,
4.5008,-116.2745,-156.2745,
4.5011,-115.9015,-155.9015,
4.5014,-116.2247,-156.2247,
4.5017,-116.1082,-156.1082,
4.502,-117.3275,-157.3275,
4.5023,-116.375,-156.375,
4.5026,-116.806,-156.806,
4.5029,-116.2985,-156.2985,
4.5032,-118.4783,-158.4783,
4.5035,-116.7055,-156.7055,
4.5038,-114.774,-154.774,
4.5041,-118.1273,-158.1273,
4.5044,-115.8911,-155.8911,
4.5047,-115.9898,-155.9898,
4.505,-117.8754,-157.8754,
4.5053,-114.8217,-154.8217,
4.5056,-117.3577,-157.3577,
4.5059,-116.7461,-156.7461,
4.5062,-116.531,-156.531,
4.5065,-116.8052,-156.8052,
4.5068,-117.0297,-157.0297,
4.5071,-116.1653,-156.1653,
4.5074,-115.9189,-155.9189,
4.5077,-116.1523,-156.1523,
4.508,-117.6236,-157.6236,
4.5083,-116.3445,-156.3445,
4.5086,-115.9505,-155.9505,
4.5089,-116.2033,-156.2033,
4.5092,-116.8116,-156.8116,
4.5095,-116.7666,-156.7666,
4.5098,-116.5156,-156.5156,
4.5101,-116.5526,-156.5526,
4.5104,-115.4075,-155.4075,
4.5107,-116.5836,-156.5836,
4.511,-116.763,-156.763,
4.5113,-116.4273,-156.4273,
4.5116,-116.781,-156.781,
4.5119,-116.8078,-156.8078,
4.5122,-115.8988,-155.8988,
4.5125,-117.6891,-157.6891,
4.5128,-116.2396,-156.2396,
4.5131,-116.3016,-156.3016,
4.5134,-116.2603,-156.2603,
4.5137,-117.0189,-157.0189,
4.514,-115.5098,-155.5098,
4.5143,-116.3674,-156.3674,
4.5146,-117.6195,-157.6195,
4.5149,-115.6292,-155.6292,
4.5152,-116.6428,-156.6428,
4.5155,-118.3323,-158.3323,
4.5158,-116.286,-156.286,
4.5161,-116.5853,-156.5853,
4.5164,-117.3825,-157.3825,
4.5167,-115.9043,-155.9043,
4.517,-116.6722,-156.6722,
4.5173,-117.7635,-157.7635,
4.5176,-117.7676,-157.7676,
4.5179,-117.1701,-157.1701,
4.5182,-118.457,-158.457,
4.5185,-116.0466,-156.0466,
4.5188,-116.7149,-156.7149,
4.5191,-116.8261,-156.8261,
4.5194,-118.0229,-158.0229,
4.5197,-117.4312,-157.4312,
4.52,-117.7811,-157.7811,
4.5203,-117.6727,-157.6727,
4.5206,-118.5627,-158.5627,
4.5209,-117.1984,-157.1984,
4.5212,-117.5333,-157.5333,
4.5215,-117.889,-157.889,
4.5218,-116.4516,-156.4516,
4.5221,-117.5006,-157.5006,
4.5224,-115.8968,-155.8968,
4.5227,-117.4239,-157.4239,
4.523,-116.8553,-156.8553,
4.5233,-118.7599,-158.7599,
4.5236,-117.3851,-157.3851,
4.5239,-116.1647,-156.1647,
4.5242,-118.2051,-158.2051,
4.5245,-115.5851,-155.5851,
4.5248,-118.008,-158.008,
4.5251,-116.5522,-156.5522,
4.5254,-116.0707,-156.0707,
4.5257,-117.6367,-157.6367,
4.526,-117.9568,-157.9568,
4.5263,-118.7457,-158.7457,
4.5266,-117.2157,-157.2157,
4.5269,-117.1746,-157.1746,
4.5272,-116.662,-156.662,
4.5275,-118.7099,-158.7099,
4.5278,-117.6437,-157.6437,
4.5281,-118.3225,-158.3225,
4.5284,-117.8708,-157.8708,
4.5287,-117.7579,-157.7579,
4.529,-118.201,-158.201,
4.5293,-116.8712,-156.8712,
4.5296,-117.3483,-157.3483,
4.5299,-116.885,-156.885,
4.5302,-118.3856,-158.3856,
4.5305,-117.5907,-157.5907,
4.5308,-117.3459,-157.3459,
4.5311,-119.4352,-159.4352,
4.5314,-117.0118,-157.0118,
4.5317,-117.0743,-157.0743,
4.532,-116.7355,-156.7355,
4.5323,-117.8282,-157.8282,
4.5326,-116.6463,-156.6463,
4.5329,-118.4673,-158.4673,
4.5332,-116.9086,-156.9086,
4.5335,-118.4919,-158.4919,
4.5338,-115.9731,-155.9731,
4.5341,-118.4401,-158.4401,
4.5344,-116.9604,-156.9604,
4.5347,-115.7643,-155.7643,
4.535,-115.2162,-155.2162,
4.5353,-115.279,-155.279,
4.5356,-117.3754,-157.3754,
4.5359,-117.8669,-157.8669,
4.5362,-116.0884,-156.0884,
4.5365,-114.6588,-154.6588,
4.5368,-116.7979,-156.7979,
4.5371,-116.4458,-156.4458,
4.5374,-114.8926,-154.8926,
4.5377,-116.5186,-156.5186,
4.538,-116.5354,-156.5354,
4.5383,-114.8923,-154.8923,
4.5386,-115.4367,-155.4367,
4.5389,-116.2469,-156.2469,
4.5392,-116.5528,-156.5528,
4.5395,-116.4384,-156.4384,
4.5398,-118.2624,-158.2624,
4.5401,-115.4273,-155.4273,
4.5404,-116.2922,-156.2922,
4.5407,-116.1689,-156.1689,
4.541,-116.4638,-156.4638,
4.5413,-114.0855,-154.0855,
4.5416,-117.2903,-157.2903,
4.5419,-114.4145,-154.4145,
4.5422,-118.4223,-158.4223,
4.5425,-114.6435,-154.6435,
4.5428,-116.1719,-156.1719,
4.5431,-116.4703,-156.4703,
4.5434,-114.1908,-154.1908,
4.5437,-115.4841,-155.4841,
4.544,-116.1099,-156.1099,
4.5443,-115.4361,-155.4361,
4.5446,-117.5999,-157.5999,
4.5449,-116.1707,-156.1707,
4.5452,-116.9912,-156.9912,
4.5455,-115.1482,-155.1482,
4.5458,-117.9781,-157.9781,
4.5461,-116.2752,-156.2752,
4.5464,-114.8014,-154.8014,
4.5467,-115.9789,-155.9789,
4.547,-116.6212,-156.6212,
4.5473,-115.4865,-155.4865,
4.5476,-114.5622,-154.5622,
4.5479,-116.4744,-156.4744,
4.5482,-115.9888,-155.9888,
4.5485,-114.7222,-154.7222,
4.5488,-115.2706,-155.2706,
4.5491,-117.1228,-157.1228,
4.5494,-117.4292,-157.4292,
4.5497,-117.2125,-157.2125,
4.55,-117.0129,-157.0129,
4.5503,-116.9447,-156.9447,
4.5506,-116.2476,-156.2476,
4.5509,-115.6087,-155.6087,
4.5512,-115.618,-155.618,
4.5515,-114.2895,-154.2895,
4.5518,-115.4704,-155.4704,
4.5521,-117.1038,-157.1038,
4.5524,-116.3964,-156.3964,
4.5527,-118.0579,-158.0579,
4.553,-116.3855,-156.3855,
4.5533,-116.3335,-156.3335,
4.5536,-117.6998,-157.6998,
4.5539,-117.2035,-157.2035,
4.5542,-117.118,-157.118,
4.5545,-117.1927,-157.1927,
4.5548,-117.5526,-157.5526,
4.5551,-117.6001,-157.6001,
4.5554,-118.4816,-158.4816,
4.5557,-117.0128,-157.0128,
4.556,-117.0562,-157.0562,
4.5563,-117.8831,-157.8831,
4.5566,-117.7808,-157.7808,
4.5569,-116.2778,-156.2778,
4.5572,-117.1846,-157.1846,
4.5575,-116.3691,-156.3691,
4.5578,-116.2222,-156.2222,
4.5581,-117.998,-157.998,
4.5584,-115.8416,-155.8416,
4.5587,-119.0871,-159.0871,
4.559,-116.8699,-156.8699,
4.5593,-117.8755,-157.8755,
4.5596,-117.7339,-157.7339,
4.5599,-117.7583,-157.7583,
4.5602,-118.6128,-158.6128,
4.5605,-117.9719,-157.9719,
4.5608,-118.1475,-158.1475,
4.5611,-117.3841,-157.3841,
4.5614,-117.6295,-157.6295,
4.5617,-116.6565,-156.6565,
4.562,-117.5359,-157.5359,
4.5623,-117.3744,-157.3744,
4.5626,-118.3831,-158.3831,
4.5629,-116.6202,-156.6202,
4.5632,-117.894,-157.894,
4.5635,-118.79,-158.79,
4.5638,-117.0812,-157.0812,
4.5641,-116.1782,-156.1782,
4.5644,-117.8401,-157.8401,
4.5647,-117.8912,-157.8912,
4.565,-118.0895,-158.0895,
4.5653,-116.91,-156.91,
4.5656,-117.4104,-157.4104,
4.5659,-117.8589,-157.8589,
4.5662,-119.6878,-159.6878,
4.5665,-117.4866,-157.4866,
4.5668,-116.6329,-156.6329,
4.5671,-117.9395,-157.9395,
4.5674,-118.266,-158.266,
4.5677,-116.4368,-156.4368,
4.568,-118.5776,-158.5776,
4.5683,-117.622,-157.622,
4.5686,-119.3334,-159.3334,
4.5689,-116.8637,-156.8637,
4.5692,-116.0241,-156.0241,
4.5695,-116.3599,-156.3599,
4.5698,-117.7401,-157.7401,
4.5701,-118.1476,-158.1476,
4.5704,-117.5315,-157.5315,
4.5707,-119.315,-159.315,
4.571,-116.6662,-156.6662,
4.5713,-116.1409,-156.1409,
4.5716,-115.9287,-155.9287,
4.5719,-116.2092,-156.2092,
4.5722,-116.7656,-156.7656,
4.5725,-118.6457,-158.6457,
4.5728,-116.7828,-156.7828,
4.5731,-118.4346,-158.4346,
4.5734,-117.3103,-157.3103,
4.5737,-115.8139,-155.8139,
4.574,-116.6465,-156.6465,
4.5743,-117.3067,-157.3067,
4.5746,-116.2238,-156.2238,
